metric	prcp	t2m	u10m	v10m
RMSE	0.018	-0.001	0.002	0.004
MAE	0.018	-0.000	0.002	0.004
CORR	-0.006	0.000	-0.001	-0.001
CRPS	-0.327	-0.109	-0.082	-0.099
STD_DEV	1.272	0.321	0.290	0.389
