month	prcp	t2m	u10m	v10m
1	0.44	0.97	0.89	0.92
2	0.40	0.97	0.88	0.90
3	0.31	0.97	0.86	0.88
4	0.23	0.96	0.84	0.85
5	0.24	0.96	0.81	0.82
6	0.24	0.96	0.76	0.76
7	0.30	0.95	0.79	0.81
8	0.27	0.96	0.79	0.80
9	0.22	0.97	0.80	0.80
10	0.31	0.97	0.87	0.89
11	0.35	0.97	0.88	0.91
12	0.42	0.97	0.89	0.92
