month	prcp	t2m	u10m	v10m
1	2.72	2.47	0.69	0.82
2	3.48	2.41	0.75	0.91
3	4.49	2.18	0.81	1.00
4	5.10	1.79	0.82	0.98
5	9.41	1.24	0.80	0.91
6	13.26	1.00	0.85	0.89
7	12.73	0.88	0.85	0.93
8	17.23	0.91	0.93	0.95
9	13.28	0.91	0.78	0.85
10	7.70	1.36	0.69	0.78
11	3.29	1.66	0.68	0.74
12	2.70	2.19	0.69	0.78
