month	prcp	t2m	u10m	v10m
1	0.30	0.96	0.64	0.75
2	0.27	0.96	0.55	0.62
3	0.21	0.96	0.47	0.42
4	0.14	0.96	0.37	0.26
5	0.13	0.97	0.33	0.23
6	0.12	0.98	0.35	0.39
7	0.12	0.98	0.35	0.31
8	0.12	0.98	0.24	0.23
9	0.15	0.98	0.37	0.33
10	0.23	0.98	0.67	0.73
11	0.29	0.98	0.73	0.82
12	0.31	0.97	0.68	0.79
