month	prcp	t2m	u10m	v10m
1	0.46	0.99	0.91	0.93
2	0.45	0.99	0.90	0.90
3	0.31	0.99	0.88	0.88
4	0.22	0.98	0.86	0.83
5	0.24	0.99	0.84	0.82
6	0.25	0.99	0.80	0.76
7	0.33	0.98	0.81	0.81
8	0.29	0.97	0.82	0.79
9	0.28	0.99	0.84	0.78
10	0.33	0.99	0.89	0.90
11	0.38	0.98	0.91	0.92
12	0.47	0.98	0.91	0.93
