month	prcp	t2m	u10m	v10m
1	3.72	0.89	0.47	0.49
2	4.48	0.90	0.51	0.53
3	6.45	0.95	0.56	0.58
4	8.72	0.97	0.57	0.60
5	16.19	1.01	0.58	0.64
6	23.07	1.06	0.62	0.68
7	18.37	0.93	0.55	0.60
8	20.70	0.95	0.58	0.63
9	17.80	0.90	0.54	0.59
10	10.32	0.83	0.49	0.52
11	4.62	0.81	0.46	0.46
12	3.77	0.88	0.46	0.47
