month	prcp	t2m	u10m	v10m
1	2.64	0.61	0.45	0.55
2	2.04	0.60	0.44	0.53
3	2.60	0.63	0.44	0.53
4	4.94	0.61	0.45	0.55
5	9.71	0.69	0.52	0.60
6	14.28	0.50	0.47	0.54
7	16.28	0.52	0.51	0.57
8	18.83	0.57	0.59	0.59
9	15.49	0.48	0.50	0.59
10	11.91	0.51	0.48	0.57
11	2.24	0.52	0.41	0.49
12	2.37	0.66	0.46	0.55
