metric	prcp	t2m	u10m	v10m
RMSE	14.54	2.02	1.25	1.38
MAE	8.21	1.75	0.85	0.99
CORR	0.19	0.97	0.47	0.49
CRPS	7.49	1.54	0.74	0.86
STD_DEV	2.22	0.46	0.29	0.32
