year_bin	prcp	t2m	u10m	v10m
2015-2024	0.41	0.99	0.90	0.90
2025-2034	0.42	0.99	0.90	0.89
2035-2044	0.40	0.99	0.89	0.89
2045-2054	0.39	0.99	0.88	0.88
2055-2064	0.37	0.99	0.85	0.84
2065-2074	0.35	0.99	0.84	0.83
2075-2080	0.35	0.99	0.85	0.83
