year_bin	prcp	t2m	u10m	v10m
2015-2024	11.42	0.88	0.52	0.55
2025-2034	11.39	0.87	0.53	0.55
2035-2044	12.39	0.88	0.53	0.57
2045-2054	12.40	0.90	0.55	0.59
2055-2064	13.66	0.95	0.61	0.65
2065-2074	14.01	0.97	0.63	0.68
2075-2080	13.50	0.98	0.64	0.70
