year_bin	prcp	t2m	u10m	v10m
2015-2024	6.51	0.70	0.40	0.42
2025-2034	6.50	0.71	0.40	0.42
2035-2044	7.07	0.72	0.40	0.44
2045-2054	7.18	0.73	0.41	0.45
2055-2064	8.02	0.78	0.45	0.49
2065-2074	8.23	0.80	0.47	0.51
2075-2080	7.83	0.81	0.47	0.52
