metric	prcp	t2m	u10m	v10m
RMSE	0.007	-0.017	-0.027	-0.035
MAE	0.018	-0.015	-0.023	-0.030
CORR	-0.008	0.001	0.010	0.010
CRPS	-0.660	-0.161	-0.109	-0.124
STD_DEV	2.059	0.399	0.292	0.330
