metric	prcp	t2m	u10m	v10m
RMSE	0.223	0.087	0.092	0.138
MAE	0.312	0.070	0.083	0.120
CORR	-0.053	-0.002	-0.027	-0.031
CRPS	0.312	0.070	0.083	0.120
STD_DEV	0.000	0.000	0.000	0.000
