month	prcp	t2m	u10m	v10m
1	0.280	0.074	0.088	0.122
2	0.265	0.068	0.084	0.123
3	0.283	0.064	0.082	0.119
4	0.298	0.060	0.082	0.119
5	0.322	0.060	0.075	0.115
6	0.370	0.075	0.085	0.122
7	0.373	0.075	0.083	0.123
8	0.373	0.068	0.081	0.118
9	0.360	0.078	0.087	0.131
10	0.318	0.076	0.085	0.118
11	0.270	0.078	0.086	0.119
12	0.227	0.064	0.082	0.114
