month	prcp	t2m	u10m	v10m
1	0.211	0.093	0.099	0.144
2	0.216	0.085	0.097	0.146
3	0.244	0.077	0.093	0.141
4	0.228	0.079	0.091	0.136
5	0.235	0.076	0.082	0.129
6	0.215	0.093	0.092	0.130
7	0.243	0.092	0.092	0.141
8	0.247	0.079	0.085	0.133
9	0.228	0.096	0.094	0.148
10	0.200	0.097	0.093	0.133
11	0.220	0.100	0.097	0.140
12	0.192	0.081	0.091	0.132
