year_bin	prcp	t2m	u10m	v10m
2015-2024	10.24	0.80	0.43	0.46
2025-2034	10.47	0.76	0.42	0.46
2035-2044	11.11	0.76	0.43	0.46
2045-2054	11.21	0.74	0.42	0.46
2055-2064	10.47	0.74	0.42	0.46
2065-2074	10.75	0.76	0.42	0.46
2075-2080	11.22	0.76	0.43	0.46
