month	prcp	t2m	u10m	v10m
1	2.12	0.75	0.32	0.34
2	2.59	0.75	0.35	0.36
3	3.76	0.79	0.39	0.41
4	4.82	0.79	0.39	0.42
5	8.49	0.81	0.39	0.43
6	12.28	0.83	0.43	0.48
7	9.11	0.71	0.38	0.42
8	10.62	0.75	0.42	0.45
9	8.52	0.73	0.38	0.41
10	4.56	0.73	0.35	0.38
11	1.93	0.68	0.31	0.31
12	1.94	0.74	0.31	0.32
