month	prcp	t2m	u10m	v10m
1	2.40	0.90	0.42	0.44
2	2.92	0.90	0.45	0.48
3	4.14	0.94	0.49	0.52
4	5.25	0.94	0.49	0.54
5	9.14	0.96	0.50	0.55
6	13.12	0.98	0.54	0.60
7	9.73	0.85	0.48	0.53
8	11.36	0.90	0.52	0.56
9	9.14	0.87	0.48	0.52
10	4.90	0.87	0.45	0.49
11	2.15	0.82	0.40	0.41
12	2.18	0.88	0.40	0.42
