month	prcp	t2m	u10m	v10m
1	-0.024	0.001	-0.013	-0.019
2	-0.026	0.001	-0.008	-0.016
3	-0.015	0.002	-0.007	-0.009
4	-0.008	0.004	-0.007	-0.012
5	-0.003	0.002	-0.003	-0.004
6	-0.001	0.000	0.001	0.005
7	-0.007	0.002	0.004	0.004
8	-0.009	0.002	-0.001	-0.004
9	-0.017	0.002	0.001	0.003
10	-0.037	0.003	-0.006	-0.007
11	-0.034	0.004	-0.013	-0.010
12	-0.020	0.001	-0.013	-0.007
