year_bin	prcp	t2m	u10m	v10m
2015-2024	6.48	0.67	0.36	0.38
2025-2034	6.45	0.68	0.36	0.39
2035-2044	7.02	0.69	0.37	0.40
2045-2054	7.12	0.70	0.38	0.42
2055-2064	7.95	0.76	0.42	0.46
2065-2074	8.14	0.78	0.43	0.48
2075-2080	7.76	0.79	0.44	0.49
