year_bin	prcp	t2m	u10m	v10m
2015-2024	0.37	0.99	0.91	0.91
2025-2034	0.39	0.99	0.90	0.90
2035-2044	0.37	0.99	0.90	0.90
2045-2054	0.36	0.99	0.89	0.89
2055-2064	0.34	0.99	0.86	0.85
2065-2074	0.32	0.99	0.85	0.84
2075-2080	0.32	0.99	0.86	0.84
