year_bin	prcp	t2m	u10m	v10m
2015-2024	11.47	0.84	0.49	0.50
2025-2034	11.43	0.83	0.49	0.51
2035-2044	12.42	0.84	0.50	0.53
2045-2054	12.41	0.86	0.52	0.56
2055-2064	13.68	0.92	0.58	0.62
2065-2074	14.01	0.95	0.60	0.64
2075-2080	13.49	0.97	0.61	0.66
