year_bin	prcp	t2m	u10m	v10m
2015-2024	0.40	0.98	0.89	0.91
2025-2034	0.40	0.98	0.89	0.91
2035-2044	0.39	0.98	0.89	0.91
2045-2054	0.38	0.98	0.89	0.90
2055-2064	0.38	0.98	0.89	0.91
2065-2074	0.39	0.98	0.88	0.90
2075-2080	0.38	0.98	0.89	0.90
