year_bin	prcp	t2m	u10m	v10m
2015-2024	5.50	0.77	0.41	0.43
2025-2034	5.95	0.76	0.42	0.44
2035-2044	6.12	0.76	0.42	0.44
2045-2054	5.93	0.75	0.41	0.44
2055-2064	5.96	0.75	0.41	0.44
2065-2074	6.71	0.77	0.42	0.45
2075-2080	6.62	0.75	0.42	0.45
