metric	prcp	t2m	u10m	v10m
RMSE	13.56	2.12	1.29	1.52
MAE	7.11	1.82	0.96	1.12
CORR	0.22	0.93	0.45	0.46
CRPS	6.42	1.63	0.83	0.98
STD_DEV	2.16	0.41	0.30	0.33
