year_bin	prcp	t2m	u10m	v10m
2015-2024	12.13	0.76	1.19	1.39
2025-2034	13.24	0.74	1.21	1.44
2035-2044	13.15	0.73	1.22	1.44
2045-2054	12.99	0.73	1.22	1.43
2055-2064	13.09	0.73	1.21	1.42
2065-2074	14.65	0.74	1.27	1.48
2075-2080	14.50	0.74	1.26	1.49
