month	prcp	t2m	u10m	v10m
1	-0.355	-0.142	-0.111	-0.115
2	-0.287	-0.139	-0.123	-0.112
3	-0.248	-0.140	-0.121	-0.110
4	-0.459	-0.133	-0.123	-0.126
5	-0.686	-0.134	-0.113	-0.117
6	-1.056	-0.140	-0.115	-0.138
7	-0.844	-0.139	-0.108	-0.131
8	-0.877	-0.150	-0.111	-0.118
9	-0.726	-0.154	-0.106	-0.103
10	-0.245	-0.141	-0.114	-0.111
11	-0.176	-0.131	-0.113	-0.117
12	-0.188	-0.191	-0.107	-0.110
