month	prcp	t2m	u10m	v10m
1	0.020	-0.016	-0.013	-0.007
2	0.039	-0.011	-0.026	-0.003
3	0.056	-0.011	-0.023	0.006
4	0.009	-0.006	-0.020	0.000
5	0.023	-0.003	-0.013	0.006
6	-0.090	-0.006	-0.013	-0.014
7	0.010	-0.012	-0.010	-0.014
8	0.039	-0.021	-0.010	0.001
9	0.033	-0.030	-0.009	0.015
10	0.033	-0.028	-0.024	-0.011
11	0.054	-0.020	-0.025	-0.024
12	0.051	-0.074	-0.017	-0.013
