month	prcp	t2m	u10m	v10m
1	-0.035	0.011	0.010	-0.008
2	-0.032	-0.004	0.002	-0.017
3	-0.021	-0.010	-0.003	-0.020
4	0.019	0.008	0.003	-0.005
5	0.073	0.011	0.005	0.000
6	0.132	-0.011	-0.003	-0.023
7	0.015	-0.037	-0.009	-0.030
8	0.122	-0.005	-0.005	-0.027
9	0.091	-0.016	0.000	-0.018
10	-0.044	-0.020	-0.002	0.003
11	-0.029	-0.025	0.005	-0.020
12	-0.036	-0.022	0.000	-0.041
