metric	prcp	t2m	u10m	v10m
RMSE	0.079	0.015	0.022	0.026
MAE	0.086	0.007	0.016	0.024
CORR	-0.015	-0.002	-0.004	-0.003
CRPS	-0.600	-0.185	-0.112	-0.120
STD_DEV	2.156	0.409	0.295	0.330
