month	prcp	t2m	u10m	v10m
1	2.40	0.56	0.40	0.48
2	1.77	0.57	0.40	0.48
3	2.32	0.60	0.41	0.47
4	4.94	0.63	0.42	0.50
5	9.22	0.64	0.49	0.57
6	14.51	0.50	0.43	0.51
7	15.77	0.53	0.47	0.51
8	18.44	0.58	0.55	0.53
9	15.01	0.47	0.45	0.53
10	11.17	0.50	0.43	0.50
11	2.20	0.47	0.37	0.44
12	2.16	0.60	0.42	0.50
