month	prcp	t2m	u10m	v10m
1	0.58	0.99	0.96	0.96
2	0.49	0.99	0.95	0.97
3	0.36	0.99	0.95	0.95
4	0.38	0.99	0.94	0.93
5	0.40	0.99	0.92	0.91
6	0.46	0.99	0.90	0.89
7	0.55	1.00	0.92	0.94
8	0.48	0.99	0.90	0.92
9	0.46	0.99	0.91	0.87
10	0.51	0.99	0.95	0.97
11	0.50	1.00	0.96	0.97
12	0.53	0.99	0.93	0.96
