month	prcp	t2m	u10m	v10m
1	2.66	0.62	0.45	0.54
2	1.95	0.58	0.46	0.52
3	2.73	0.65	0.44	0.53
4	4.87	0.61	0.45	0.56
5	9.46	0.67	0.53	0.62
6	13.94	0.49	0.45	0.54
7	16.07	0.54	0.51	0.59
8	18.49	0.58	0.59	0.60
9	15.34	0.51	0.51	0.59
10	11.93	0.51	0.49	0.58
11	2.23	0.52	0.41	0.49
12	2.45	0.64	0.46	0.56
