month	prcp	t2m	u10m	v10m
1	-0.041	-0.001	-0.003	-0.002
2	-0.046	-0.001	-0.003	-0.002
3	-0.050	-0.001	-0.005	-0.004
4	-0.055	-0.002	-0.004	-0.004
5	-0.052	-0.002	-0.004	-0.004
6	-0.031	-0.002	-0.005	-0.005
7	-0.038	-0.002	-0.004	-0.005
8	-0.022	-0.002	-0.004	-0.007
9	-0.029	-0.002	-0.005	-0.008
10	-0.024	-0.002	-0.003	-0.003
11	-0.058	-0.001	-0.003	-0.003
12	-0.032	-0.001	-0.004	-0.003
