metric	prcp	t2m	u10m	v10m
RMSE	0.165	0.049	0.031	0.046
MAE	0.240	0.035	0.030	0.044
CORR	-0.040	-0.002	-0.004	-0.004
CRPS	0.240	0.035	0.030	0.044
STD_DEV	0.000	0.000	0.000	0.000
