year_bin	prcp	t2m	u10m	v10m
2015-2024	-0.721	-0.183	-0.102	-0.119
2025-2034	-0.639	-0.195	-0.092	-0.111
2035-2044	-0.683	-0.190	-0.093	-0.111
2045-2054	-0.626	-0.194	-0.093	-0.110
2055-2064	-0.638	-0.195	-0.091	-0.108
2065-2074	-0.634	-0.192	-0.091	-0.109
2075-2080	-0.651	-0.186	-0.093	-0.110
