year_bin	prcp	t2m	u10m	v10m
2015-2024	0.008	-0.001	0.001	-0.004
2025-2034	0.083	0.019	0.029	0.028
2035-2044	0.054	0.023	0.028	0.028
2045-2054	0.083	0.020	0.030	0.031
2055-2064	0.090	0.019	0.030	0.031
2065-2074	0.089	0.021	0.032	0.031
2075-2080	0.075	0.026	0.029	0.030
