year_bin	prcp	t2m	u10m	v10m
2015-2024	-0.022	-0.001	0.003	0.003
2025-2034	-0.035	-0.002	-0.008	-0.007
2035-2044	-0.032	-0.002	-0.008	-0.008
2045-2054	-0.032	-0.003	-0.006	-0.005
2055-2064	-0.033	-0.003	-0.009	-0.009
2065-2074	-0.029	-0.002	-0.010	-0.008
2075-2080	-0.036	-0.003	-0.008	-0.007
