month	prcp	t2m	u10m	v10m
1	-0.025	0.002	0.008	0.012
2	-0.019	0.002	0.013	0.016
3	-0.032	0.001	0.012	0.015
4	-0.022	0.002	0.013	0.019
5	-0.005	0.001	0.011	0.017
6	-0.001	0.001	0.003	0.016
7	-0.017	0.000	0.006	0.014
8	-0.018	0.000	0.005	0.010
9	-0.021	0.001	0.002	0.006
10	-0.017	0.002	0.006	0.012
11	-0.033	0.002	0.010	0.012
12	-0.029	0.002	0.010	0.011
