year_bin	prcp	t2m	u10m	v10m
2015-2024	0.072	-0.028	-0.003	-0.010
2025-2034	0.079	-0.027	-0.004	-0.012
2035-2044	0.073	-0.028	-0.003	-0.012
2045-2054	0.071	-0.027	-0.002	-0.009
2055-2064	0.077	-0.026	-0.002	-0.012
2065-2074	0.079	-0.020	-0.003	-0.011
2075-2080	0.070	-0.028	-0.002	-0.012
