year_bin	prcp	t2m	u10m	v10m
2015-2024	6.16	1.31	0.66	0.76
2025-2034	6.84	1.92	1.01	1.19
2035-2044	7.37	1.95	0.99	1.18
2045-2054	6.82	1.91	1.00	1.20
2055-2064	7.12	1.90	0.99	1.16
2065-2074	7.52	1.92	1.04	1.20
2075-2080	8.51	1.85	1.03	1.21
