year_bin	prcp	t2m	u10m	v10m
2015-2024	5.47	1.14	0.55	0.64
2025-2034	6.16	1.72	0.88	1.04
2035-2044	6.67	1.75	0.86	1.04
2045-2054	6.15	1.71	0.87	1.05
2055-2064	6.44	1.70	0.86	1.02
2065-2074	6.83	1.73	0.90	1.05
2075-2080	7.81	1.66	0.90	1.07
