year_bin	prcp	t2m	u10m	v10m
2015-2024	0.068	-0.041	-0.004	-0.008
2025-2034	0.076	-0.039	-0.005	-0.010
2035-2044	0.068	-0.041	-0.004	-0.010
2045-2054	0.068	-0.040	-0.003	-0.007
2055-2064	0.075	-0.038	-0.003	-0.010
2065-2074	0.074	-0.030	-0.004	-0.008
2075-2080	0.070	-0.038	-0.003	-0.010
