year_bin	prcp	t2m	u10m	v10m
2015-2024	-0.357	-0.097	-0.084	-0.113
2025-2034	-0.376	-0.095	-0.086	-0.115
2035-2044	-0.364	-0.096	-0.085	-0.115
2045-2054	-0.346	-0.095	-0.083	-0.111
2055-2064	-0.351	-0.094	-0.083	-0.114
2065-2074	-0.397	-0.089	-0.086	-0.116
2075-2080	-0.377	-0.095	-0.084	-0.115
