year_bin	prcp	t2m	u10m	v10m
2015-2024	5.62	0.83	0.44	0.48
2025-2034	5.86	0.83	0.45	0.49
2035-2044	6.26	0.80	0.45	0.49
2045-2054	6.39	0.79	0.44	0.49
2055-2064	6.89	0.82	0.45	0.50
2065-2074	7.10	0.82	0.45	0.50
2075-2080	7.06	0.84	0.45	0.51
