month	prcp	t2m	u10m	v10m
1	1.04	0.45	0.31	0.38
2	0.84	0.43	0.32	0.39
3	1.15	0.48	0.32	0.38
4	2.73	0.47	0.33	0.41
5	4.96	0.52	0.37	0.44
6	7.32	0.40	0.33	0.40
7	8.46	0.44	0.38	0.41
8	10.14	0.47	0.43	0.45
9	9.43	0.39	0.37	0.44
10	5.49	0.40	0.34	0.44
11	0.73	0.37	0.28	0.34
12	1.13	0.49	0.32	0.39
