year_bin	prcp	t2m	u10m	v10m
2015-2024	-0.856	-0.243	-0.148	-0.141
2025-2034	-0.957	-0.219	-0.148	-0.141
2035-2044	-1.170	-0.227	-0.162	-0.152
2045-2054	-1.214	-0.231	-0.162	-0.154
2055-2064	-1.358	-0.232	-0.162	-0.157
2065-2074	-1.366	-0.238	-0.166	-0.161
2075-2080	-1.470	-0.243	-0.169	-0.164
