year_bin	prcp	t2m	u10m	v10m
2015-2024	-0.502	-0.183	-0.109	-0.108
2025-2034	-0.556	-0.174	-0.110	-0.109
2035-2044	-0.654	-0.181	-0.118	-0.116
2045-2054	-0.651	-0.185	-0.118	-0.117
2055-2064	-0.731	-0.186	-0.118	-0.119
2065-2074	-0.734	-0.190	-0.121	-0.122
2075-2080	-0.795	-0.194	-0.124	-0.125
