metric	prcp	t2m	u10m	v10m
RMSE	11.86	0.87	0.54	0.59
MAE	6.62	0.70	0.41	0.45
CORR	0.39	0.99	0.89	0.89
CRPS	6.62	0.70	0.41	0.45
STD_DEV	0.00	0.00	0.00	0.00
