year_bin	prcp	t2m	u10m	v10m
2015-2024	-0.632	-0.160	-0.109	-0.124
2025-2034	-0.659	-0.161	-0.109	-0.125
2035-2044	-0.658	-0.161	-0.110	-0.125
2045-2054	-0.627	-0.160	-0.109	-0.124
2055-2064	-0.652	-0.162	-0.108	-0.122
2065-2074	-0.718	-0.162	-0.110	-0.125
2075-2080	-0.679	-0.161	-0.110	-0.125
