metric	prcp	t2m	u10m	v10m
RMSE	11.24	3.49	1.35	1.87
MAE	7.59	2.61	1.16	1.63
CORR	0.41	0.98	0.79	0.78
CRPS	7.59	2.61	1.16	1.63
STD_DEV	0.00	0.00	0.00	0.00
