month	prcp	t2m	u10m	v10m
1	0.67	0.99	0.96	0.97
2	0.56	0.99	0.96	0.97
3	0.40	0.99	0.95	0.96
4	0.41	0.99	0.95	0.94
5	0.46	0.99	0.92	0.92
6	0.50	1.00	0.91	0.90
7	0.57	1.00	0.92	0.95
8	0.50	0.99	0.91	0.92
9	0.49	1.00	0.92	0.88
10	0.53	1.00	0.96	0.97
11	0.54	1.00	0.96	0.97
12	0.56	0.99	0.94	0.97
