metric	prcp	t2m	u10m	v10m
RMSE	8.57	0.57	0.49	0.57
MAE	4.53	0.45	0.37	0.43
CORR	0.47	0.99	0.93	0.93
CRPS	4.53	0.45	0.37	0.43
STD_DEV	0.00	0.00	0.00	0.00
