month	prcp	t2m	u10m	v10m
1	1.20	0.46	0.34	0.42
2	0.90	0.45	0.35	0.42
3	1.16	0.48	0.34	0.42
4	2.62	0.50	0.37	0.43
5	5.04	0.56	0.40	0.47
6	7.46	0.43	0.36	0.43
7	8.73	0.43	0.41	0.44
8	10.16	0.46	0.46	0.46
9	9.19	0.39	0.39	0.45
10	5.39	0.40	0.38	0.46
11	0.89	0.38	0.31	0.38
12	1.27	0.50	0.35	0.43
