month	prcp	t2m	u10m	v10m
1	0.60	0.99	0.95	0.96
2	0.52	0.99	0.95	0.96
3	0.35	0.99	0.94	0.95
4	0.38	0.99	0.93	0.93
5	0.38	0.99	0.91	0.91
6	0.46	1.00	0.90	0.88
7	0.56	1.00	0.91	0.94
8	0.48	0.99	0.89	0.91
9	0.48	1.00	0.90	0.86
10	0.50	1.00	0.94	0.96
11	0.44	1.00	0.95	0.96
12	0.49	0.99	0.93	0.96
