month	prcp	t2m	u10m	v10m
1	2.66	0.70	0.39	0.36
2	2.25	0.72	0.38	0.38
3	2.58	0.76	0.39	0.38
4	3.19	0.81	0.40	0.39
5	9.07	0.79	0.42	0.42
6	15.08	0.99	0.51	0.52
7	13.19	0.89	0.47	0.50
8	17.56	0.73	0.50	0.46
9	12.84	0.76	0.46	0.49
10	5.33	0.68	0.38	0.39
11	2.34	0.61	0.35	0.35
12	1.51	0.67	0.36	0.32
