year_bin	prcp	t2m	u10m	v10m
2015-2024	10.77	0.97	0.53	0.56
2025-2034	11.16	0.98	0.53	0.57
2035-2044	11.86	0.96	0.53	0.57
2045-2054	12.02	0.96	0.53	0.57
2055-2064	12.98	1.00	0.55	0.59
2065-2074	13.34	1.01	0.55	0.60
2075-2080	13.22	1.05	0.55	0.61
