month	prcp	t2m	u10m	v10m
1	-0.011	0.004	0.021	0.021
2	-0.009	0.004	0.019	0.022
3	-0.005	0.003	0.018	0.022
4	-0.003	0.003	0.017	0.022
5	-0.001	0.003	0.014	0.020
6	-0.002	0.002	0.012	0.019
7	-0.009	0.002	0.011	0.017
8	-0.012	0.003	0.009	0.016
9	-0.018	0.004	0.011	0.017
10	-0.018	0.005	0.017	0.020
11	-0.013	0.005	0.018	0.021
12	-0.013	0.005	0.020	0.021
