month	prcp	t2m	u10m	v10m
1	-0.056	-0.121	-0.055	-0.126
2	-0.058	-0.112	-0.043	-0.105
3	-0.040	-0.104	-0.037	-0.084
4	-0.037	-0.109	-0.025	-0.071
5	-0.021	-0.091	-0.012	-0.055
6	0.026	-0.048	-0.006	-0.056
7	0.051	-0.069	-0.013	-0.070
8	0.089	-0.060	-0.012	-0.058
9	0.068	-0.080	-0.018	-0.060
10	0.032	-0.106	-0.043	-0.121
11	-0.045	-0.153	-0.054	-0.139
12	-0.058	-0.161	-0.057	-0.131
