metric	prcp	t2m	u10m	v10m
RMSE	12.62	1.06	0.60	0.66
MAE	6.97	0.87	0.45	0.50
CORR	0.31	0.98	0.86	0.86
CRPS	6.97	0.87	0.45	0.50
STD_DEV	0.00	0.00	0.00	0.00
