year_bin	prcp	t2m	u10m	v10m
2015-2024	-0.002	0.002	0.014	0.014
2025-2034	-0.003	0.002	0.014	0.014
2035-2044	-0.002	0.002	0.014	0.014
2045-2054	-0.005	0.002	0.014	0.015
2055-2064	-0.006	0.002	0.014	0.016
2065-2074	-0.003	0.002	0.014	0.015
2075-2080	-0.002	0.002	0.014	0.015
