year_bin	prcp	t2m	u10m	v10m
2015-2024	-0.548	-0.167	-0.100	-0.139
2025-2034	-0.577	-0.168	-0.101	-0.139
2035-2044	-0.584	-0.167	-0.101	-0.141
2045-2054	-0.577	-0.168	-0.101	-0.142
2055-2064	-0.588	-0.168	-0.100	-0.141
2065-2074	-0.600	-0.168	-0.100	-0.138
2075-2080	-0.586	-0.168	-0.100	-0.140
