year_bin	prcp	t2m	u10m	v10m
2015-2024	0.023	-0.013	0.004	-0.029
2025-2034	0.015	-0.013	0.004	-0.028
2035-2044	0.015	-0.014	0.004	-0.030
2045-2054	0.013	-0.017	0.003	-0.032
2055-2064	0.020	-0.015	0.004	-0.029
2065-2074	0.006	-0.014	0.004	-0.026
2075-2080	0.015	-0.013	0.004	-0.027
