month	prcp	t2m	u10m	v10m
1	4.87	0.38	0.66	0.73
2	4.59	0.39	0.66	0.74
3	4.24	0.41	0.69	0.83
4	5.73	0.40	0.61	0.84
5	8.20	0.45	0.76	0.86
6	12.81	0.37	0.80	0.98
7	10.89	0.35	0.76	0.83
8	15.31	0.44	0.96	1.04
9	12.64	0.35	0.83	1.01
10	13.62	0.35	0.78	1.00
11	3.83	0.32	0.62	0.72
12	5.25	0.44	0.69	0.88
